Vds,Vgs,Ids,W,L,T
0.1,-20.0,3.755e-13,50,10,25
0.1,-19.8,3.755e-13,50,10,25
0.1,-19.6,3.755e-13,50,10,25
0.1,-19.4,3.755e-13,50,10,25
0.1,-19.2,3.755e-13,50,10,25
0.1,-19.0,3.755e-13,50,10,25
0.1,-18.8,3.755e-13,50,10,25
0.1,-18.6,3.755e-13,50,10,25
0.1,-18.4,3.755e-13,50,10,25
0.1,-18.2,3.755e-13,50,10,25
0.1,-18.0,3.755e-13,50,10,25
0.1,-17.8,3.755e-13,50,10,25
0.1,-17.6,3.755e-13,50,10,25
0.1,-17.4,3.755e-13,50,10,25
0.1,-17.2,3.755e-13,50,10,25
0.1,-17.0,3.755e-13,50,10,25
0.1,-16.8,3.755e-13,50,10,25
0.1,-16.6,3.755e-13,50,10,25
0.1,-16.4,3.755e-13,50,10,25
0.1,-16.2,3.755e-13,50,10,25
0.1,-16.0,3.755e-13,50,10,25
0.1,-15.8,3.755e-13,50,10,25
0.1,-15.6,3.755e-13,50,10,25
0.1,-15.4,3.755e-13,50,10,25
0.1,-15.2,3.755e-13,50,10,25
0.1,-15.0,3.755e-13,50,10,25
0.1,-14.8,3.755e-13,50,10,25
0.1,-14.6,3.755e-13,50,10,25
0.1,-14.4,3.755e-13,50,10,25
0.1,-14.2,3.755e-13,50,10,25
0.1,-14.0,3.755e-13,50,10,25
0.1,-13.8,3.755e-13,50,10,25
0.1,-13.6,3.755e-13,50,10,25
0.1,-13.4,3.755e-13,50,10,25
0.1,-13.2,3.755e-13,50,10,25
0.1,-13.0,3.755e-13,50,10,25
0.1,-12.8,3.755e-13,50,10,25
0.1,-12.6,3.755e-13,50,10,25
0.1,-12.4,3.755e-13,50,10,25
0.1,-12.2,3.755e-13,50,10,25
0.1,-12.0,3.755e-13,50,10,25
0.1,-11.8,3.755e-13,50,10,25
0.1,-11.6,3.755e-13,50,10,25
0.1,-11.4,3.755e-13,50,10,25
0.1,-11.2,3.755e-13,50,10,25
0.1,-11.0,3.755e-13,50,10,25
0.1,-10.8,3.755e-13,50,10,25
0.1,-10.6,3.755e-13,50,10,25
0.1,-10.4,3.755e-13,50,10,25
0.1,-10.2,3.755e-13,50,10,25
0.1,-10.0,3.755e-13,50,10,25
0.1,-9.8,3.755e-13,50,10,25
0.1,-9.6,3.755e-13,50,10,25
0.1,-9.4,3.755e-13,50,10,25
0.1,-9.2,3.755e-13,50,10,25
0.1,-9.0,3.755e-13,50,10,25
0.1,-8.8,3.755e-13,50,10,25
0.1,-8.6,3.755e-13,50,10,25
0.1,-8.4,3.755e-13,50,10,25
0.1,-8.2,3.755e-13,50,10,25
0.1,-8.0,3.755e-13,50,10,25
0.1,-7.8,3.755e-13,50,10,25
0.1,-7.6,3.755e-13,50,10,25
0.1,-7.4,3.755e-13,50,10,25
0.1,-7.2,3.755e-13,50,10,25
0.1,-7.0,3.755e-13,50,10,25
0.1,-6.8,3.755e-13,50,10,25
0.1,-6.6,3.755e-13,50,10,25
0.1,-6.4,3.755e-13,50,10,25
0.1,-6.2,3.755e-13,50,10,25
0.1,-6.0,3.755e-13,50,10,25
0.1,-5.8,3.755e-13,50,10,25
0.1,-5.6,3.755e-13,50,10,25
0.1,-5.4,3.755e-13,50,10,25
0.1,-5.2,3.755e-13,50,10,25
0.1,-5.0,3.755e-13,50,10,25
0.1,-4.8,3.755e-13,50,10,25
0.1,-4.6,3.755e-13,50,10,25
0.1,-4.4,3.755e-13,50,10,25
0.1,-4.2,3.755e-13,50,10,25
0.1,-4.0,3.755e-13,50,10,25
0.1,-3.8,3.755e-13,50,10,25
0.1,-3.6,3.755e-13,50,10,25
0.1,-3.4,3.755e-13,50,10,25
0.1,-3.2,3.755e-13,50,10,25
0.1,-3.0,3.755e-13,50,10,25
0.1,-2.8,3.755e-13,50,10,25
0.1,-2.6,3.755e-13,50,10,25
0.1,-2.4,3.755e-13,50,10,25
0.1,-2.2,3.755e-13,50,10,25
0.1,-2.0,3.755e-13,50,10,25
0.1,-1.8,3.755e-13,50,10,25
0.1,-1.6,3.755e-13,50,10,25
0.1,-1.4,3.755e-13,50,10,25
0.1,-1.2,3.755e-13,50,10,25
0.1,-1.0,3.755e-13,50,10,25
0.1,-0.8,3.7551e-13,50,10,25
0.1,-0.6,3.7564e-13,50,10,25
0.1,-0.4,3.78e-13,50,10,25
0.1,-0.2,4.2105e-13,50,10,25
0.1,-3.7581e-14,1.2087e-12,50,10,25
0.1,0.2,1.5662e-11,50,10,25
0.1,0.4,2.7601e-10,50,10,25
0.1,0.6,3.8021e-09,50,10,25
0.1,0.8,1.8733e-08,50,10,25
0.1,1.0,4.1744e-08,50,10,25
0.1,1.2,6.9868e-08,50,10,25
0.1,1.4,1.0325e-07,50,10,25
0.1,1.6,1.4225e-07,50,10,25
0.1,1.8,1.8709e-07,50,10,25
0.1,2.0,2.3787e-07,50,10,25
0.1,2.2,2.9459e-07,50,10,25
0.1,2.4,3.5715e-07,50,10,25
0.1,2.6,4.254e-07,50,10,25
0.1,2.8,4.9915e-07,50,10,25
0.1,3.0,5.7818e-07,50,10,25
0.1,3.2,6.6228e-07,50,10,25
0.1,3.4,7.5119e-07,50,10,25
0.1,3.6,8.4467e-07,50,10,25
0.1,3.8,9.4249e-07,50,10,25
0.1,4.0,1.0444e-06,50,10,25
0.1,4.2,1.1502e-06,50,10,25
0.1,4.4,1.2596e-06,50,10,25
0.1,4.6,1.3724e-06,50,10,25
0.1,4.8,1.4884e-06,50,10,25
0.1,5.0,1.6074e-06,50,10,25
0.1,5.2,1.7291e-06,50,10,25
0.1,5.4,1.8535e-06,50,10,25
0.1,5.6,1.9802e-06,50,10,25
0.1,5.8,2.1092e-06,50,10,25
0.1,6.0,2.2402e-06,50,10,25
0.1,6.2,2.3731e-06,50,10,25
0.1,6.4,2.5078e-06,50,10,25
0.1,6.6,2.644e-06,50,10,25
0.1,6.8,2.7817e-06,50,10,25
0.1,7.0,2.9207e-06,50,10,25
0.1,7.2,3.0609e-06,50,10,25
0.1,7.4,3.2022e-06,50,10,25
0.1,7.6,3.3444e-06,50,10,25
0.1,7.8,3.4874e-06,50,10,25
0.1,8.0,3.6312e-06,50,10,25
0.1,8.2,3.7756e-06,50,10,25
0.1,8.4,3.9205e-06,50,10,25
0.1,8.6,4.066e-06,50,10,25
0.1,8.8,4.2118e-06,50,10,25
0.1,9.0,4.3579e-06,50,10,25
0.1,9.2,4.5043e-06,50,10,25
0.1,9.4,4.6508e-06,50,10,25
0.1,9.6,4.7974e-06,50,10,25
0.1,9.8,4.9441e-06,50,10,25
0.1,10.0,5.0907e-06,50,10,25
0.1,10.2,5.2373e-06,50,10,25
0.1,10.4,5.3838e-06,50,10,25
0.1,10.6,5.5302e-06,50,10,25
0.1,10.8,5.6763e-06,50,10,25
0.1,11.0,5.8222e-06,50,10,25
0.1,11.2,5.9678e-06,50,10,25
0.1,11.4,6.1131e-06,50,10,25
0.1,11.6,6.2581e-06,50,10,25
0.1,11.8,6.4027e-06,50,10,25
0.1,12.0,6.5469e-06,50,10,25
0.1,12.2,6.6906e-06,50,10,25
0.1,12.4,6.8339e-06,50,10,25
0.1,12.6,6.9768e-06,50,10,25
0.1,12.8,7.1191e-06,50,10,25
0.1,13.0,7.2609e-06,50,10,25
0.1,13.2,7.4022e-06,50,10,25
0.1,13.4,7.543e-06,50,10,25
0.1,13.6,7.6832e-06,50,10,25
0.1,13.8,7.8228e-06,50,10,25
0.1,14.0,7.9618e-06,50,10,25
0.1,14.2,8.1002e-06,50,10,25
0.1,14.4,8.238e-06,50,10,25
0.1,14.6,8.3752e-06,50,10,25
0.1,14.8,8.5117e-06,50,10,25
0.1,15.0,8.6476e-06,50,10,25
0.1,15.2,8.7828e-06,50,10,25
