Vt,W,L,T,Vgs,Vds,Ids
-21.0,10,5,0,-20.0,1.0,9.5622e-15
-20.8,10,5,0,-19.8,1.0,9.5622e-15
-20.6,10,5,0,-19.6,1.0,9.5622e-15
-20.4,10,5,0,-19.4,1.0,9.5622e-15
-20.2,10,5,0,-19.2,1.0,9.5622e-15
-20.0,10,5,0,-19.0,1.0,9.5622e-15
-19.8,10,5,0,-18.8,1.0,9.5622e-15
-19.6,10,5,0,-18.6,1.0,9.5622e-15
-19.4,10,5,0,-18.4,1.0,9.5622e-15
-19.2,10,5,0,-18.2,1.0,9.5622e-15
-19.0,10,5,0,-18.0,1.0,9.5622e-15
-18.8,10,5,0,-17.8,1.0,9.5622e-15
-18.6,10,5,0,-17.6,1.0,9.5622e-15
-18.4,10,5,0,-17.4,1.0,9.5622e-15
-18.2,10,5,0,-17.2,1.0,9.5622e-15
-18.0,10,5,0,-17.0,1.0,9.5622e-15
-17.8,10,5,0,-16.8,1.0,9.5622e-15
-17.6,10,5,0,-16.6,1.0,9.5622e-15
-17.4,10,5,0,-16.4,1.0,9.5622e-15
-17.2,10,5,0,-16.2,1.0,9.5622e-15
-17.0,10,5,0,-16.0,1.0,9.5622e-15
-16.8,10,5,0,-15.8,1.0,9.5622e-15
-16.6,10,5,0,-15.6,1.0,9.5622e-15
-16.4,10,5,0,-15.4,1.0,9.5622e-15
-16.2,10,5,0,-15.2,1.0,9.5622e-15
-16.0,10,5,0,-15.0,1.0,9.5622e-15
-15.8,10,5,0,-14.8,1.0,9.5622e-15
-15.6,10,5,0,-14.6,1.0,9.5622e-15
-15.4,10,5,0,-14.4,1.0,9.5622e-15
-15.2,10,5,0,-14.2,1.0,9.5622e-15
-15.0,10,5,0,-14.0,1.0,9.5622e-15
-14.8,10,5,0,-13.8,1.0,9.5622e-15
-14.6,10,5,0,-13.6,1.0,9.5622e-15
-14.4,10,5,0,-13.4,1.0,9.5622e-15
-14.2,10,5,0,-13.2,1.0,9.5622e-15
-14.0,10,5,0,-13.0,1.0,9.5622e-15
-13.8,10,5,0,-12.8,1.0,9.5622e-15
-13.6,10,5,0,-12.6,1.0,9.5622e-15
-13.4,10,5,0,-12.4,1.0,9.5622e-15
-13.2,10,5,0,-12.2,1.0,9.5622e-15
-13.0,10,5,0,-12.0,1.0,9.5622e-15
-12.8,10,5,0,-11.8,1.0,9.5622e-15
-12.6,10,5,0,-11.6,1.0,9.5622e-15
-12.4,10,5,0,-11.4,1.0,9.5622e-15
-12.2,10,5,0,-11.2,1.0,9.5622e-15
-12.0,10,5,0,-11.0,1.0,9.5622e-15
-11.8,10,5,0,-10.8,1.0,9.5622e-15
-11.6,10,5,0,-10.6,1.0,9.5622e-15
-11.4,10,5,0,-10.4,1.0,9.5622e-15
-11.2,10,5,0,-10.2,1.0,9.5622e-15
-11.0,10,5,0,-10.0,1.0,9.5622e-15
-10.8,10,5,0,-9.8,1.0,9.5622e-15
-10.6,10,5,0,-9.6,1.0,9.5622e-15
-10.4,10,5,0,-9.4,1.0,9.5622e-15
-10.2,10,5,0,-9.2,1.0,9.5622e-15
-10.0,10,5,0,-9.0,1.0,9.5622e-15
-9.8,10,5,0,-8.8,1.0,9.5622e-15
-9.6,10,5,0,-8.6,1.0,9.5622e-15
-9.4,10,5,0,-8.4,1.0,9.5622e-15
-9.2,10,5,0,-8.2,1.0,9.5622e-15
-9.0,10,5,0,-8.0,1.0,9.5622e-15
-8.8,10,5,0,-7.8,1.0,9.5622e-15
-8.6,10,5,0,-7.6,1.0,9.5622e-15
-8.4,10,5,0,-7.4,1.0,9.5622e-15
-8.2,10,5,0,-7.2,1.0,9.5622e-15
-8.0,10,5,0,-7.0,1.0,9.5622e-15
-7.8,10,5,0,-6.8,1.0,9.5622e-15
-7.6,10,5,0,-6.6,1.0,9.5622e-15
-7.4,10,5,0,-6.4,1.0,9.5622e-15
-7.2,10,5,0,-6.2,1.0,9.5622e-15
-7.0,10,5,0,-6.0,1.0,9.5622e-15
-6.8,10,5,0,-5.8,1.0,9.5622e-15
-6.6,10,5,0,-5.6,1.0,9.5622e-15
-6.4,10,5,0,-5.4,1.0,9.5622e-15
-6.2,10,5,0,-5.2,1.0,9.5622e-15
-6.0,10,5,0,-5.0,1.0,9.5622e-15
-5.8,10,5,0,-4.8,1.0,9.5622e-15
-5.6,10,5,0,-4.6,1.0,9.5622e-15
-5.4,10,5,0,-4.4,1.0,9.5622e-15
-5.2,10,5,0,-4.2,1.0,9.5622e-15
-5.0,10,5,0,-4.0,1.0,9.5622e-15
-4.8,10,5,0,-3.8,1.0,9.5622e-15
-4.6,10,5,0,-3.6,1.0,9.5622e-15
-4.4,10,5,0,-3.4,1.0,9.5622e-15
-4.2,10,5,0,-3.2,1.0,9.5622e-15
-4.0,10,5,0,-3.0,1.0,9.5622e-15
-3.8,10,5,0,-2.8,1.0,9.5622e-15
-3.6,10,5,0,-2.6,1.0,9.5622e-15
-3.4,10,5,0,-2.4,1.0,9.5622e-15
-3.2,10,5,0,-2.2,1.0,9.5622e-15
-3.0,10,5,0,-2.0,1.0,9.5622e-15
-2.8,10,5,0,-1.8,1.0,9.5622e-15
-2.6,10,5,0,-1.6,1.0,9.5622e-15
-2.4,10,5,0,-1.4,1.0,9.5622e-15
-21.2,10,5,0,-1.2,20.0,9.5827e-15
-21.0,10,5,0,-1.0,20.0,9.6139e-15
-20.8,10,5,0,-0.8,20.0,1.0322e-14
-20.6,10,5,0,-0.6,20.0,2.6491e-14
-20.4,10,5,0,-0.4,20.0,3.9756e-13
-20.2,10,5,0,-0.2,20.0,8.9566e-12
-20.00000000000004,10,5,0,-3.7581e-14,20.0,2.0434e-10
-19.8,10,5,0,0.2,20.0,3.7521e-09
-19.6,10,5,0,0.4,20.0,2.4382e-08
-19.4,10,5,0,0.6,20.0,6.4353e-08
-19.2,10,5,0,0.8,20.0,1.2331e-07
0.0,10,5,0,1.0,1.0,1.1417e-07
0.19999999999999996,10,5,0,1.2,1.0,1.9206e-07
0.3999999999999999,10,5,0,1.4,1.0,2.9574e-07
0.6000000000000001,10,5,0,1.6,1.0,4.2835e-07
0.8,10,5,0,1.8,1.0,5.9192e-07
1.0,10,5,0,2.0,1.0,7.8732e-07
1.2000000000000002,10,5,0,2.2,1.0,1.0144e-06
-2.6,10,5,0,2.4,5.0,1.6017e-06
-2.4,10,5,0,2.6,5.0,2.0304e-06
-2.2,10,5,0,2.8,5.0,2.527e-06
-2.0,10,5,0,3.0,5.0,3.0944e-06
-1.7999999999999998,10,5,0,3.2,5.0,3.7355e-06
-1.6,10,5,0,3.4,5.0,4.4523e-06
-1.4,10,5,0,3.6,5.0,5.2465e-06
-1.2000000000000002,10,5,0,3.8,5.0,6.1196e-06
-1.0,10,5,0,4.0,5.0,7.0723e-06
-0.7999999999999998,10,5,0,4.2,5.0,8.1052e-06
-0.5999999999999996,10,5,0,4.4,5.0,9.2183e-06
-0.40000000000000036,10,5,0,4.6,5.0,1.0412e-05
-0.20000000000000018,10,5,0,4.8,5.0,1.1684e-05
0.0,10,5,0,5.0,5.0,1.3036e-05
0.20000000000000018,10,5,0,5.2,5.0,1.4465e-05
0.40000000000000036,10,5,0,5.4,5.0,1.597e-05
0.5999999999999996,10,5,0,5.6,5.0,1.7551e-05
0.7999999999999998,10,5,0,5.8,5.0,1.9204e-05
1.0,10,5,0,6.0,5.0,2.0927e-05
1.2000000000000002,10,5,0,6.2,5.0,2.272e-05
1.4000000000000004,10,5,0,6.4,5.0,2.458e-05
1.5999999999999996,10,5,0,6.6,5.0,2.6503e-05
1.7999999999999998,10,5,0,6.8,5.0,2.8489e-05
2.0,10,5,0,7.0,5.0,3.0534e-05
2.2,10,5,0,7.2,5.0,3.2636e-05
2.4000000000000004,10,5,0,7.4,5.0,3.4792e-05
2.5999999999999996,10,5,0,7.6,5.0,3.7e-05
2.8,10,5,0,7.8,5.0,3.9257e-05
3.0,10,5,0,8.0,5.0,4.156e-05
3.1999999999999993,10,5,0,8.2,5.0,4.3908e-05
3.4000000000000004,10,5,0,8.4,5.0,4.6298e-05
3.5999999999999996,10,5,0,8.6,5.0,4.8727e-05
3.8000000000000007,10,5,0,8.8,5.0,5.1192e-05
4.0,10,5,0,9.0,5.0,5.3693e-05
4.199999999999999,10,5,0,9.2,5.0,5.6225e-05
4.4,10,5,0,9.4,5.0,5.8788e-05
4.6,10,5,0,9.6,5.0,6.1379e-05
4.800000000000001,10,5,0,9.8,5.0,6.3996e-05
5.0,10,5,0,10.0,5.0,6.6637e-05
5.199999999999999,10,5,0,10.2,5.0,6.93e-05
5.4,10,5,0,10.4,5.0,7.1983e-05
5.6,10,5,0,10.6,5.0,7.4686e-05
5.800000000000001,10,5,0,10.8,5.0,7.7405e-05
6.0,10,5,0,11.0,5.0,8.0139e-05
6.199999999999999,10,5,0,11.2,5.0,8.2888e-05
6.4,10,5,0,11.4,5.0,8.5648e-05
6.6,10,5,0,11.6,5.0,8.842e-05
6.800000000000001,10,5,0,11.8,5.0,9.1202e-05
7.0,10,5,0,12.0,5.0,9.3992e-05
7.199999999999999,10,5,0,12.2,5.0,9.6789e-05
7.4,10,5,0,12.4,5.0,9.9592e-05
7.6,10,5,0,12.6,5.0,0.0001024
7.800000000000001,10,5,0,12.8,5.0,0.00010521
8.0,10,5,0,13.0,5.0,0.00010803
8.2,10,5,0,13.2,5.0,0.00011084
8.4,10,5,0,13.4,5.0,0.00011366
8.6,10,5,0,13.6,5.0,0.00011648
8.8,10,5,0,13.8,5.0,0.0001193
9.0,10,5,0,14.0,5.0,0.00012212
9.2,10,5,0,14.2,5.0,0.00012493
9.4,10,5,0,14.4,5.0,0.00012774
9.6,10,5,0,14.6,5.0,0.00013055
9.8,10,5,0,14.8,5.0,0.00013336
10.0,10,5,0,15.0,5.0,0.00013616
10.2,10,5,0,15.2,5.0,0.00013895
10.4,10,5,0,15.4,5.0,0.00014174
10.6,10,5,0,15.6,5.0,0.00014453
5.800000000000001,10,5,0,15.8,10.0,0.00017827
6.0,10,5,0,16.0,10.0,0.0001822
6.199999999999999,10,5,0,16.2,10.0,0.00018614
6.399999999999999,10,5,0,16.4,10.0,0.00019009
6.600000000000001,10,5,0,16.6,10.0,0.00019405
6.800000000000001,10,5,0,16.8,10.0,0.00019801
7.0,10,5,0,17.0,10.0,0.00020199
7.199999999999999,10,5,0,17.2,10.0,0.00020597
7.399999999999999,10,5,0,17.4,10.0,0.00020997
7.600000000000001,10,5,0,17.6,10.0,0.00021397
7.800000000000001,10,5,0,17.8,10.0,0.00021797
8.0,10,5,0,18.0,10.0,0.00022198
8.2,10,5,0,18.2,10.0,0.000226
8.399999999999999,10,5,0,18.4,10.0,0.00023002
8.600000000000001,10,5,0,18.6,10.0,0.00023404
8.8,10,5,0,18.8,10.0,0.00023807
9.0,10,5,0,19.0,10.0,0.0002421
9.2,10,5,0,19.2,10.0,0.00024614
9.399999999999999,10,5,0,19.4,10.0,0.00025017
9.600000000000001,10,5,0,19.6,10.0,0.00025421
9.8,10,5,0,19.8,10.0,0.00025825
10.0,10,5,0,20.0,10.0,0.00026229
-21.0,10,5,25,-20.0,1.0,7.6666e-14
-20.8,10,5,25,-19.8,1.0,7.6666e-14
-20.6,10,5,25,-19.6,1.0,7.6666e-14
-20.4,10,5,25,-19.4,1.0,7.6666e-14
-20.2,10,5,25,-19.2,1.0,7.6666e-14
-20.0,10,5,25,-19.0,1.0,7.6666e-14
-19.8,10,5,25,-18.8,1.0,7.6666e-14
-19.6,10,5,25,-18.6,1.0,7.6666e-14
-19.4,10,5,25,-18.4,1.0,7.6666e-14
-19.2,10,5,25,-18.2,1.0,7.6666e-14
-19.0,10,5,25,-18.0,1.0,7.6666e-14
-18.8,10,5,25,-17.8,1.0,7.6666e-14
-18.6,10,5,25,-17.6,1.0,7.6666e-14
-18.4,10,5,25,-17.4,1.0,7.6666e-14
-18.2,10,5,25,-17.2,1.0,7.6666e-14
-18.0,10,5,25,-17.0,1.0,7.6666e-14
-17.8,10,5,25,-16.8,1.0,7.6666e-14
-17.6,10,5,25,-16.6,1.0,7.6666e-14
-17.4,10,5,25,-16.4,1.0,7.6666e-14
-17.2,10,5,25,-16.2,1.0,7.6666e-14
-17.0,10,5,25,-16.0,1.0,7.6666e-14
-16.8,10,5,25,-15.8,1.0,7.6666e-14
-16.6,10,5,25,-15.6,1.0,7.6666e-14
-16.4,10,5,25,-15.4,1.0,7.6666e-14
-16.2,10,5,25,-15.2,1.0,7.6666e-14
-16.0,10,5,25,-15.0,1.0,7.6666e-14
-15.8,10,5,25,-14.8,1.0,7.6666e-14
-15.6,10,5,25,-14.6,1.0,7.6666e-14
-15.4,10,5,25,-14.4,1.0,7.6666e-14
-15.2,10,5,25,-14.2,1.0,7.6666e-14
-15.0,10,5,25,-14.0,1.0,7.6666e-14
-14.8,10,5,25,-13.8,1.0,7.6666e-14
-14.6,10,5,25,-13.6,1.0,7.6666e-14
-14.4,10,5,25,-13.4,1.0,7.6666e-14
-14.2,10,5,25,-13.2,1.0,7.6666e-14
-14.0,10,5,25,-13.0,1.0,7.6666e-14
-13.8,10,5,25,-12.8,1.0,7.6666e-14
-13.6,10,5,25,-12.6,1.0,7.6666e-14
-13.4,10,5,25,-12.4,1.0,7.6666e-14
-13.2,10,5,25,-12.2,1.0,7.6666e-14
-13.0,10,5,25,-12.0,1.0,7.6666e-14
-12.8,10,5,25,-11.8,1.0,7.6666e-14
-12.6,10,5,25,-11.6,1.0,7.6666e-14
-12.4,10,5,25,-11.4,1.0,7.6666e-14
-12.2,10,5,25,-11.2,1.0,7.6666e-14
-12.0,10,5,25,-11.0,1.0,7.6666e-14
-11.8,10,5,25,-10.8,1.0,7.6666e-14
-11.6,10,5,25,-10.6,1.0,7.6666e-14
-11.4,10,5,25,-10.4,1.0,7.6666e-14
-11.2,10,5,25,-10.2,1.0,7.6666e-14
-11.0,10,5,25,-10.0,1.0,7.6666e-14
-10.8,10,5,25,-9.8,1.0,7.6666e-14
-10.6,10,5,25,-9.6,1.0,7.6666e-14
-10.4,10,5,25,-9.4,1.0,7.6666e-14
-10.2,10,5,25,-9.2,1.0,7.6666e-14
-10.0,10,5,25,-9.0,1.0,7.6666e-14
-9.8,10,5,25,-8.8,1.0,7.6666e-14
-9.6,10,5,25,-8.6,1.0,7.6666e-14
-9.4,10,5,25,-8.4,1.0,7.6666e-14
-9.2,10,5,25,-8.2,1.0,7.6666e-14
-9.0,10,5,25,-8.0,1.0,7.6666e-14
-8.8,10,5,25,-7.8,1.0,7.6666e-14
-8.6,10,5,25,-7.6,1.0,7.6666e-14
-8.4,10,5,25,-7.4,1.0,7.6666e-14
-8.2,10,5,25,-7.2,1.0,7.6666e-14
-8.0,10,5,25,-7.0,1.0,7.6666e-14
-7.8,10,5,25,-6.8,1.0,7.6666e-14
-7.6,10,5,25,-6.6,1.0,7.6666e-14
-7.4,10,5,25,-6.4,1.0,7.6666e-14
-7.2,10,5,25,-6.2,1.0,7.6666e-14
-7.0,10,5,25,-6.0,1.0,7.6666e-14
-6.8,10,5,25,-5.8,1.0,7.6666e-14
-6.6,10,5,25,-5.6,1.0,7.6666e-14
-6.4,10,5,25,-5.4,1.0,7.6666e-14
-6.2,10,5,25,-5.2,1.0,7.6666e-14
-6.0,10,5,25,-5.0,1.0,7.6666e-14
-5.8,10,5,25,-4.8,1.0,7.6666e-14
-5.6,10,5,25,-4.6,1.0,7.6666e-14
-5.4,10,5,25,-4.4,1.0,7.6666e-14
-5.2,10,5,25,-4.2,1.0,7.6666e-14
-5.0,10,5,25,-4.0,1.0,7.6666e-14
-4.8,10,5,25,-3.8,1.0,7.6666e-14
-4.6,10,5,25,-3.6,1.0,7.6666e-14
-4.4,10,5,25,-3.4,1.0,7.6666e-14
-4.2,10,5,25,-3.2,1.0,7.6666e-14
-4.0,10,5,25,-3.0,1.0,7.6666e-14
-3.8,10,5,25,-2.8,1.0,7.6666e-14
-3.6,10,5,25,-2.6,1.0,7.6666e-14
-3.4,10,5,25,-2.4,1.0,7.6666e-14
-3.2,10,5,25,-2.2,1.0,7.6666e-14
-3.0,10,5,25,-2.0,1.0,7.6666e-14
-2.8,10,5,25,-1.8,1.0,7.6666e-14
-2.6,10,5,25,-1.6,1.0,7.6666e-14
-2.4,10,5,25,-1.4,1.0,7.6666e-14
-2.2,10,5,25,-1.2,1.0,7.6666e-14
-21.0,10,5,25,-1.0,20.0,7.6865e-14
-20.8,10,5,25,-0.8,20.0,7.986e-14
-20.6,10,5,25,-0.6,20.0,1.3272e-13
-20.4,10,5,25,-0.4,20.0,1.0695e-12
-20.2,10,5,25,-0.2,20.0,1.7717e-11
-20.00000000000004,10,5,25,-3.7581e-14,20.0,3.0893e-10
-19.8,10,5,25,0.2,20.0,4.3919e-09
-19.6,10,5,25,0.4,20.0,2.5735e-08
-19.4,10,5,25,0.6,20.0,6.6702e-08
-19.2,10,5,25,0.8,20.0,1.2595e-07
0.0,10,5,25,1.0,1.0,1.1591e-07
0.19999999999999996,10,5,25,1.2,1.0,1.9193e-07
0.3999999999999999,10,5,25,1.4,1.0,2.9135e-07
0.6000000000000001,10,5,25,1.6,1.0,4.1692e-07
0.8,10,5,25,1.8,1.0,5.7045e-07
1.0,10,5,25,2.0,1.0,7.5283e-07
1.2000000000000002,10,5,25,2.2,1.0,9.6408e-07
-2.6,10,5,25,2.4,5.0,1.5277e-06
-2.4,10,5,25,2.6,5.0,1.9295e-06
-2.2,10,5,25,2.8,5.0,2.3947e-06
-2.0,10,5,25,3.0,5.0,2.9264e-06
-1.7999999999999998,10,5,25,3.2,5.0,3.5274e-06
-1.6,10,5,25,3.4,5.0,4.1999e-06
-1.4,10,5,25,3.6,5.0,4.9459e-06
-1.2000000000000002,10,5,25,3.8,5.0,5.7669e-06
-1.0,10,5,25,4.0,5.0,6.6639e-06
-0.7999999999999998,10,5,25,4.2,5.0,7.6378e-06
-0.5999999999999996,10,5,25,4.4,5.0,8.6888e-06
-0.40000000000000036,10,5,25,4.6,5.0,9.8172e-06
-0.20000000000000018,10,5,25,4.8,5.0,1.1023e-05
0.0,10,5,25,5.0,5.0,1.2304e-05
0.20000000000000018,10,5,25,5.2,5.0,1.3662e-05
0.40000000000000036,10,5,25,5.4,5.0,1.5094e-05
0.5999999999999996,10,5,25,5.6,5.0,1.6599e-05
0.7999999999999998,10,5,25,5.8,5.0,1.8176e-05
1.0,10,5,25,6.0,5.0,1.9823e-05
1.2000000000000002,10,5,25,6.2,5.0,2.1538e-05
1.4000000000000004,10,5,25,6.4,5.0,2.3319e-05
1.5999999999999996,10,5,25,6.6,5.0,2.5164e-05
1.7999999999999998,10,5,25,6.8,5.0,2.707e-05
2.0,10,5,25,7.0,5.0,2.9036e-05
2.2,10,5,25,7.2,5.0,3.1059e-05
2.4000000000000004,10,5,25,7.4,5.0,3.3137e-05
2.5999999999999996,10,5,25,7.6,5.0,3.5267e-05
2.8,10,5,25,7.8,5.0,3.7446e-05
3.0,10,5,25,8.0,5.0,3.9673e-05
3.1999999999999993,10,5,25,8.2,5.0,4.1945e-05
3.4000000000000004,10,5,25,8.4,5.0,4.426e-05
3.5999999999999996,10,5,25,8.6,5.0,4.6614e-05
3.8000000000000007,10,5,25,8.8,5.0,4.9007e-05
4.0,10,5,25,9.0,5.0,5.1435e-05
4.199999999999999,10,5,25,9.2,5.0,5.3896e-05
4.4,10,5,25,9.4,5.0,5.6389e-05
4.6,10,5,25,9.6,5.0,5.8911e-05
4.800000000000001,10,5,25,9.8,5.0,6.1461e-05
5.0,10,5,25,10.0,5.0,6.4035e-05
5.199999999999999,10,5,25,10.2,5.0,6.6634e-05
5.4,10,5,25,10.4,5.0,6.9253e-05
5.6,10,5,25,10.6,5.0,7.1893e-05
5.800000000000001,10,5,25,10.8,5.0,7.4551e-05
6.0,10,5,25,11.0,5.0,7.7225e-05
6.199999999999999,10,5,25,11.2,5.0,7.9914e-05
6.4,10,5,25,11.4,5.0,8.2618e-05
6.6,10,5,25,11.6,5.0,8.5333e-05
6.800000000000001,10,5,25,11.8,5.0,8.8059e-05
7.0,10,5,25,12.0,5.0,9.0795e-05
7.199999999999999,10,5,25,12.2,5.0,9.354e-05
7.4,10,5,25,12.4,5.0,9.6291e-05
7.6,10,5,25,12.6,5.0,9.9049e-05
7.800000000000001,10,5,25,12.8,5.0,0.00010181
8.0,10,5,25,13.0,5.0,0.00010458
8.2,10,5,25,13.2,5.0,0.00010735
8.4,10,5,25,13.4,5.0,0.00011012
8.6,10,5,25,13.6,5.0,0.0001129
8.8,10,5,25,13.8,5.0,0.00011567
9.0,10,5,25,14.0,5.0,0.00011844
9.2,10,5,25,14.2,5.0,0.00012122
9.4,10,5,25,14.4,5.0,0.00012399
9.6,10,5,25,14.6,5.0,0.00012676
9.8,10,5,25,14.8,5.0,0.00012953
10.0,10,5,25,15.0,5.0,0.00013229
10.2,10,5,25,15.2,5.0,0.00013505
10.4,10,5,25,15.4,5.0,0.0001378
5.6,10,5,25,15.6,10.0,0.00017014
5.800000000000001,10,5,25,15.8,10.0,0.00017402
6.0,10,5,25,16.0,10.0,0.00017791
6.199999999999999,10,5,25,16.2,10.0,0.00018182
6.399999999999999,10,5,25,16.4,10.0,0.00018573
6.600000000000001,10,5,25,16.6,10.0,0.00018966
6.800000000000001,10,5,25,16.8,10.0,0.00019359
7.0,10,5,25,17.0,10.0,0.00019754
7.199999999999999,10,5,25,17.2,10.0,0.00020149
7.399999999999999,10,5,25,17.4,10.0,0.00020545
7.600000000000001,10,5,25,17.6,10.0,0.00020942
7.800000000000001,10,5,25,17.8,10.0,0.00021339
8.0,10,5,25,18.0,10.0,0.00021738
8.2,10,5,25,18.2,10.0,0.00022136
8.399999999999999,10,5,25,18.4,10.0,0.00022536
8.600000000000001,10,5,25,18.6,10.0,0.00022935
8.8,10,5,25,18.8,10.0,0.00023335
9.0,10,5,25,19.0,10.0,0.00023736
9.2,10,5,25,19.2,10.0,0.00024137
9.399999999999999,10,5,25,19.4,10.0,0.00024538
9.600000000000001,10,5,25,19.6,10.0,0.0002494
9.8,10,5,25,19.8,10.0,0.00025341
10.0,10,5,25,20.0,10.0,0.00025743
-21.0,10,5,80,-20.0,1.0,2.6485e-12
-20.8,10,5,80,-19.8,1.0,2.6485e-12
-20.6,10,5,80,-19.6,1.0,2.6485e-12
-20.4,10,5,80,-19.4,1.0,2.6485e-12
-20.2,10,5,80,-19.2,1.0,2.6485e-12
-20.0,10,5,80,-19.0,1.0,2.6485e-12
-19.8,10,5,80,-18.8,1.0,2.6485e-12
-19.6,10,5,80,-18.6,1.0,2.6485e-12
-19.4,10,5,80,-18.4,1.0,2.6485e-12
-19.2,10,5,80,-18.2,1.0,2.6485e-12
-19.0,10,5,80,-18.0,1.0,2.6485e-12
-18.8,10,5,80,-17.8,1.0,2.6485e-12
-18.6,10,5,80,-17.6,1.0,2.6485e-12
-18.4,10,5,80,-17.4,1.0,2.6485e-12
-18.2,10,5,80,-17.2,1.0,2.6485e-12
-18.0,10,5,80,-17.0,1.0,2.6485e-12
-17.8,10,5,80,-16.8,1.0,2.6485e-12
-17.6,10,5,80,-16.6,1.0,2.6485e-12
-17.4,10,5,80,-16.4,1.0,2.6485e-12
-17.2,10,5,80,-16.2,1.0,2.6485e-12
-17.0,10,5,80,-16.0,1.0,2.6485e-12
-16.8,10,5,80,-15.8,1.0,2.6485e-12
-16.6,10,5,80,-15.6,1.0,2.6485e-12
-16.4,10,5,80,-15.4,1.0,2.6485e-12
-16.2,10,5,80,-15.2,1.0,2.6485e-12
-16.0,10,5,80,-15.0,1.0,2.6485e-12
-15.8,10,5,80,-14.8,1.0,2.6485e-12
-15.6,10,5,80,-14.6,1.0,2.6485e-12
-15.4,10,5,80,-14.4,1.0,2.6485e-12
-15.2,10,5,80,-14.2,1.0,2.6485e-12
-15.0,10,5,80,-14.0,1.0,2.6485e-12
-14.8,10,5,80,-13.8,1.0,2.6485e-12
-14.6,10,5,80,-13.6,1.0,2.6485e-12
-14.4,10,5,80,-13.4,1.0,2.6485e-12
-14.2,10,5,80,-13.2,1.0,2.6485e-12
-14.0,10,5,80,-13.0,1.0,2.6485e-12
-13.8,10,5,80,-12.8,1.0,2.6485e-12
-13.6,10,5,80,-12.6,1.0,2.6485e-12
-13.4,10,5,80,-12.4,1.0,2.6485e-12
-13.2,10,5,80,-12.2,1.0,2.6485e-12
-13.0,10,5,80,-12.0,1.0,2.6485e-12
-12.8,10,5,80,-11.8,1.0,2.6485e-12
-12.6,10,5,80,-11.6,1.0,2.6485e-12
-12.4,10,5,80,-11.4,1.0,2.6485e-12
-12.2,10,5,80,-11.2,1.0,2.6485e-12
-12.0,10,5,80,-11.0,1.0,2.6485e-12
-11.8,10,5,80,-10.8,1.0,2.6485e-12
-11.6,10,5,80,-10.6,1.0,2.6485e-12
-11.4,10,5,80,-10.4,1.0,2.6485e-12
-11.2,10,5,80,-10.2,1.0,2.6485e-12
-11.0,10,5,80,-10.0,1.0,2.6485e-12
-10.8,10,5,80,-9.8,1.0,2.6485e-12
-10.6,10,5,80,-9.6,1.0,2.6485e-12
-10.4,10,5,80,-9.4,1.0,2.6485e-12
-10.2,10,5,80,-9.2,1.0,2.6485e-12
-10.0,10,5,80,-9.0,1.0,2.6485e-12
-9.8,10,5,80,-8.8,1.0,2.6485e-12
-9.6,10,5,80,-8.6,1.0,2.6485e-12
-9.4,10,5,80,-8.4,1.0,2.6485e-12
-9.2,10,5,80,-8.2,1.0,2.6485e-12
-9.0,10,5,80,-8.0,1.0,2.6485e-12
-8.8,10,5,80,-7.8,1.0,2.6485e-12
-8.6,10,5,80,-7.6,1.0,2.6485e-12
-8.4,10,5,80,-7.4,1.0,2.6485e-12
-8.2,10,5,80,-7.2,1.0,2.6485e-12
-8.0,10,5,80,-7.0,1.0,2.6485e-12
-7.8,10,5,80,-6.8,1.0,2.6485e-12
-7.6,10,5,80,-6.6,1.0,2.6485e-12
-7.4,10,5,80,-6.4,1.0,2.6485e-12
-7.2,10,5,80,-6.2,1.0,2.6485e-12
-7.0,10,5,80,-6.0,1.0,2.6485e-12
-6.8,10,5,80,-5.8,1.0,2.6485e-12
-6.6,10,5,80,-5.6,1.0,2.6485e-12
-6.4,10,5,80,-5.4,1.0,2.6485e-12
-6.2,10,5,80,-5.2,1.0,2.6485e-12
-6.0,10,5,80,-5.0,1.0,2.6485e-12
-5.8,10,5,80,-4.8,1.0,2.6485e-12
-5.6,10,5,80,-4.6,1.0,2.6485e-12
-5.4,10,5,80,-4.4,1.0,2.6485e-12
-5.2,10,5,80,-4.2,1.0,2.6485e-12
-5.0,10,5,80,-4.0,1.0,2.6485e-12
-4.8,10,5,80,-3.8,1.0,2.6485e-12
-4.6,10,5,80,-3.6,1.0,2.6485e-12
-4.4,10,5,80,-3.4,1.0,2.6485e-12
-4.2,10,5,80,-3.2,1.0,2.6485e-12
-4.0,10,5,80,-3.0,1.0,2.6485e-12
-3.8,10,5,80,-2.8,1.0,2.6485e-12
-3.6,10,5,80,-2.6,1.0,2.6485e-12
-3.4,10,5,80,-2.4,1.0,2.6485e-12
-3.2,10,5,80,-2.2,1.0,2.6485e-12
-3.0,10,5,80,-2.0,1.0,2.6485e-12
-2.8,10,5,80,-1.8,1.0,2.6485e-12
-2.6,10,5,80,-1.6,1.0,2.6485e-12
-2.4,10,5,80,-1.4,1.0,2.6485e-12
-2.2,10,5,80,-1.2,1.0,2.6485e-12
-21.0,10,5,80,-1.0,20.0,2.652e-12
-20.8,10,5,80,-0.8,20.0,2.6881e-12
-20.6,10,5,80,-0.6,20.0,3.0982e-12
-20.4,10,5,80,-0.4,20.0,7.7709e-12
-20.2,10,5,80,-0.2,20.0,6.0927e-11
