Vt,W,L,T,Vgs,Vds,Ids
0.19999999999999996,1000,8,80,1.2,1.0,9.47e-06
0.3999999999999999,1000,8,80,1.4,1.0,1.4662e-05
0.6000000000000001,1000,8,80,1.6,1.0,2.1164e-05
0.8,1000,8,80,1.8,1.0,2.9092e-05
1.0,1000,8,80,2.0,1.0,3.8515e-05
-2.8,1000,8,80,2.2,5.0,6.1128e-05
-2.6,1000,8,80,2.4,5.0,7.9076e-05
-2.4,1000,8,80,2.6,5.0,0.00010029
-2.2,1000,8,80,2.8,5.0,0.00012502
-2.0,1000,8,80,3.0,5.0,0.00015348
-1.7999999999999998,1000,8,80,3.2,5.0,0.00018588
-1.6,1000,8,80,3.4,5.0,0.00022239
-1.4,1000,8,80,3.6,5.0,0.00026318
-1.2000000000000002,1000,8,80,3.8,5.0,0.00030836
-1.0,1000,8,80,4.0,5.0,0.00035805
-0.7999999999999998,1000,8,80,4.2,5.0,0.00041234
-0.5999999999999996,1000,8,80,4.4,5.0,0.00047128
-0.40000000000000036,1000,8,80,4.6,5.0,0.00053493
-0.20000000000000018,1000,8,80,4.8,5.0,0.00060329
0.0,1000,8,80,5.0,5.0,0.00067638
0.20000000000000018,1000,8,80,5.2,5.0,0.00075418
0.40000000000000036,1000,8,80,5.4,5.0,0.00083666
0.5999999999999996,1000,8,80,5.6,5.0,0.00092376
0.7999999999999998,1000,8,80,5.8,5.0,0.0010154
1.0,1000,8,80,6.0,5.0,0.0011116
1.2000000000000002,1000,8,80,6.2,5.0,0.0012121
1.4000000000000004,1000,8,80,6.4,5.0,0.001317
1.5999999999999996,1000,8,80,6.6,5.0,0.001426
1.7999999999999998,1000,8,80,6.8,5.0,0.0015391
2.0,1000,8,80,7.0,5.0,0.0016561
2.2,1000,8,80,7.2,5.0,0.0017769
2.4000000000000004,1000,8,80,7.4,5.0,0.0019014
2.5999999999999996,1000,8,80,7.6,5.0,0.0020294
2.8,1000,8,80,7.8,5.0,0.0021607
3.0,1000,8,80,8.0,5.0,0.0022954
3.1999999999999993,1000,8,80,8.2,5.0,0.002433
3.4000000000000004,1000,8,80,8.4,5.0,0.0025737
3.5999999999999996,1000,8,80,8.6,5.0,0.0027171
3.8000000000000007,1000,8,80,8.8,5.0,0.0028631
4.0,1000,8,80,9.0,5.0,0.0030117
4.199999999999999,1000,8,80,9.2,5.0,0.0031625
4.4,1000,8,80,9.4,5.0,0.0033156
4.6,1000,8,80,9.6,5.0,0.0034708
4.800000000000001,1000,8,80,9.8,5.0,0.0036279
5.0,1000,8,80,10.0,5.0,0.0037869
5.199999999999999,1000,8,80,10.2,5.0,0.0039475
5.4,1000,8,80,10.4,5.0,0.0041096
5.6,1000,8,80,10.6,5.0,0.0042732
5.800000000000001,1000,8,80,10.8,5.0,0.0044381
6.0,1000,8,80,11.0,5.0,0.0046043
6.199999999999999,1000,8,80,11.2,5.0,0.0047715
6.4,1000,8,80,11.4,5.0,0.0049398
6.6,1000,8,80,11.6,5.0,0.0051089
6.800000000000001,1000,8,80,11.8,5.0,0.0052789
7.0,1000,8,80,12.0,5.0,0.0054496
7.199999999999999,1000,8,80,12.2,5.0,0.0056209
7.4,1000,8,80,12.4,5.0,0.0057928
7.6,1000,8,80,12.6,5.0,0.0059651
7.800000000000001,1000,8,80,12.8,5.0,0.0061379
8.0,1000,8,80,13.0,5.0,0.006311
3.1999999999999993,1000,8,80,13.2,10.0,0.0078272
3.4000000000000004,1000,8,80,13.4,10.0,0.0080726
3.5999999999999996,1000,8,80,13.6,10.0,0.00832
3.8000000000000007,1000,8,80,13.8,10.0,0.0085694
4.0,1000,8,80,14.0,10.0,0.0088207
4.199999999999999,1000,8,80,14.2,10.0,0.0090737
4.4,1000,8,80,14.4,10.0,0.0093285
4.6,1000,8,80,14.6,10.0,0.0095848
4.800000000000001,1000,8,80,14.8,10.0,0.0098428
5.0,1000,8,80,15.0,10.0,0.010102
5.199999999999999,1000,8,80,15.2,10.0,0.010363
5.4,1000,8,80,15.4,10.0,0.010625
5.6,1000,8,80,15.6,10.0,0.010889
5.800000000000001,1000,8,80,15.8,10.0,0.011153
6.0,1000,8,80,16.0,10.0,0.011419
6.199999999999999,1000,8,80,16.2,10.0,0.011686
6.399999999999999,1000,8,80,16.4,10.0,0.011954
6.600000000000001,1000,8,80,16.6,10.0,0.012223
6.800000000000001,1000,8,80,16.8,10.0,0.012493
7.0,1000,8,80,17.0,10.0,0.012763
7.199999999999999,1000,8,80,17.2,10.0,0.013035
7.399999999999999,1000,8,80,17.4,10.0,0.013307
7.600000000000001,1000,8,80,17.6,10.0,0.01358
7.800000000000001,1000,8,80,17.8,10.0,0.013853
8.0,1000,8,80,18.0,10.0,0.014127
8.2,1000,8,80,18.2,10.0,0.014402
8.399999999999999,1000,8,80,18.4,10.0,0.014677
8.600000000000001,1000,8,80,18.6,10.0,0.014952
8.8,1000,8,80,18.8,10.0,0.015228
9.0,1000,8,80,19.0,10.0,0.015504
9.2,1000,8,80,19.2,10.0,0.015781
9.399999999999999,1000,8,80,19.4,10.0,0.016057
9.600000000000001,1000,8,80,19.6,10.0,0.016334
9.8,1000,8,80,19.8,10.0,0.016612
10.0,1000,8,80,20.0,10.0,0.016889
-21.0,1000,10,0,-20.0,1.0,9.5612e-13
-20.8,1000,10,0,-19.8,1.0,9.5612e-13
-20.6,1000,10,0,-19.6,1.0,9.5612e-13
-20.4,1000,10,0,-19.4,1.0,9.5612e-13
-20.2,1000,10,0,-19.2,1.0,9.5612e-13
-20.0,1000,10,0,-19.0,1.0,9.5612e-13
-19.8,1000,10,0,-18.8,1.0,9.5612e-13
-19.6,1000,10,0,-18.6,1.0,9.5612e-13
-19.4,1000,10,0,-18.4,1.0,9.5612e-13
-19.2,1000,10,0,-18.2,1.0,9.5612e-13
-19.0,1000,10,0,-18.0,1.0,9.5612e-13
-18.8,1000,10,0,-17.8,1.0,9.5612e-13
-18.6,1000,10,0,-17.6,1.0,9.5612e-13
-18.4,1000,10,0,-17.4,1.0,9.5612e-13
-18.2,1000,10,0,-17.2,1.0,9.5612e-13
-18.0,1000,10,0,-17.0,1.0,9.5612e-13
-17.8,1000,10,0,-16.8,1.0,9.5612e-13
-17.6,1000,10,0,-16.6,1.0,9.5612e-13
-17.4,1000,10,0,-16.4,1.0,9.5612e-13
-17.2,1000,10,0,-16.2,1.0,9.5612e-13
-17.0,1000,10,0,-16.0,1.0,9.5612e-13
-16.8,1000,10,0,-15.8,1.0,9.5612e-13
-16.6,1000,10,0,-15.6,1.0,9.5612e-13
-16.4,1000,10,0,-15.4,1.0,9.5612e-13
-16.2,1000,10,0,-15.2,1.0,9.5612e-13
-16.0,1000,10,0,-15.0,1.0,9.5612e-13
-15.8,1000,10,0,-14.8,1.0,9.5612e-13
-15.6,1000,10,0,-14.6,1.0,9.5612e-13
-15.4,1000,10,0,-14.4,1.0,9.5612e-13
-15.2,1000,10,0,-14.2,1.0,9.5612e-13
-15.0,1000,10,0,-14.0,1.0,9.5612e-13
-14.8,1000,10,0,-13.8,1.0,9.5612e-13
-14.6,1000,10,0,-13.6,1.0,9.5612e-13
-14.4,1000,10,0,-13.4,1.0,9.5612e-13
-14.2,1000,10,0,-13.2,1.0,9.5612e-13
-14.0,1000,10,0,-13.0,1.0,9.5612e-13
-13.8,1000,10,0,-12.8,1.0,9.5612e-13
-13.6,1000,10,0,-12.6,1.0,9.5612e-13
-13.4,1000,10,0,-12.4,1.0,9.5612e-13
-13.2,1000,10,0,-12.2,1.0,9.5612e-13
-13.0,1000,10,0,-12.0,1.0,9.5612e-13
-12.8,1000,10,0,-11.8,1.0,9.5612e-13
-12.6,1000,10,0,-11.6,1.0,9.5612e-13
-12.4,1000,10,0,-11.4,1.0,9.5612e-13
-12.2,1000,10,0,-11.2,1.0,9.5612e-13
-12.0,1000,10,0,-11.0,1.0,9.5612e-13
-11.8,1000,10,0,-10.8,1.0,9.5612e-13
-11.6,1000,10,0,-10.6,1.0,9.5612e-13
-11.4,1000,10,0,-10.4,1.0,9.5612e-13
-11.2,1000,10,0,-10.2,1.0,9.5612e-13
-11.0,1000,10,0,-10.0,1.0,9.5612e-13
-10.8,1000,10,0,-9.8,1.0,9.5612e-13
-10.6,1000,10,0,-9.6,1.0,9.5612e-13
-10.4,1000,10,0,-9.4,1.0,9.5612e-13
-10.2,1000,10,0,-9.2,1.0,9.5612e-13
-10.0,1000,10,0,-9.0,1.0,9.5612e-13
-9.8,1000,10,0,-8.8,1.0,9.5612e-13
-9.6,1000,10,0,-8.6,1.0,9.5612e-13
-9.4,1000,10,0,-8.4,1.0,9.5612e-13
-9.2,1000,10,0,-8.2,1.0,9.5612e-13
-9.0,1000,10,0,-8.0,1.0,9.5612e-13
-8.8,1000,10,0,-7.8,1.0,9.5612e-13
-8.6,1000,10,0,-7.6,1.0,9.5612e-13
-8.4,1000,10,0,-7.4,1.0,9.5612e-13
-8.2,1000,10,0,-7.2,1.0,9.5612e-13
-8.0,1000,10,0,-7.0,1.0,9.5612e-13
-7.8,1000,10,0,-6.8,1.0,9.5612e-13
-7.6,1000,10,0,-6.6,1.0,9.5612e-13
-7.4,1000,10,0,-6.4,1.0,9.5612e-13
-7.2,1000,10,0,-6.2,1.0,9.5612e-13
-7.0,1000,10,0,-6.0,1.0,9.5612e-13
-6.8,1000,10,0,-5.8,1.0,9.5612e-13
-6.6,1000,10,0,-5.6,1.0,9.5612e-13
-6.4,1000,10,0,-5.4,1.0,9.5612e-13
-6.2,1000,10,0,-5.2,1.0,9.5612e-13
-6.0,1000,10,0,-5.0,1.0,9.5612e-13
-5.8,1000,10,0,-4.8,1.0,9.5612e-13
-5.6,1000,10,0,-4.6,1.0,9.5612e-13
-5.4,1000,10,0,-4.4,1.0,9.5612e-13
-5.2,1000,10,0,-4.2,1.0,9.5612e-13
-5.0,1000,10,0,-4.0,1.0,9.5612e-13
-4.8,1000,10,0,-3.8,1.0,9.5612e-13
-4.6,1000,10,0,-3.6,1.0,9.5612e-13
-4.4,1000,10,0,-3.4,1.0,9.5612e-13
-4.2,1000,10,0,-3.2,1.0,9.5612e-13
-4.0,1000,10,0,-3.0,1.0,9.5612e-13
-3.8,1000,10,0,-2.8,1.0,9.5612e-13
-3.6,1000,10,0,-2.6,1.0,9.5612e-13
-3.4,1000,10,0,-2.4,1.0,9.5612e-13
-3.2,1000,10,0,-2.2,1.0,9.5612e-13
-3.0,1000,10,0,-2.0,1.0,9.5612e-13
-2.8,1000,10,0,-1.8,1.0,9.5612e-13
-2.6,1000,10,0,-1.6,1.0,9.5612e-13
-2.4,1000,10,0,-1.4,1.0,9.5612e-13
-2.2,1000,10,0,-1.2,1.0,9.5612e-13
-2.0,1000,10,0,-1.0,1.0,9.5613e-13
-1.8,1000,10,0,-0.8,1.0,9.5617e-13
-20.6,1000,10,0,-0.6,20.0,9.6332e-13
-20.4,1000,10,0,-0.4,20.0,1.1327e-12
-20.2,1000,10,0,-0.2,20.0,5.3513e-12
-20.00000000000004,1000,10,0,-3.7581e-14,20.0,1.1171e-10
-19.8,1000,10,0,0.2,20.0,2.8136e-09
-19.6,1000,10,0,0.4,20.0,6.621e-08
-19.4,1000,10,0,0.6,20.0,7.3072e-07
-0.19999999999999996,1000,10,0,0.8,1.0,1.4243e-06
0.0,1000,10,0,1.0,1.0,3.5759e-06
0.19999999999999996,1000,10,0,1.2,1.0,6.7103e-06
0.3999999999999999,1000,10,0,1.4,1.0,1.1042e-05
0.6000000000000001,1000,10,0,1.6,1.0,1.6771e-05
0.8,1000,10,0,1.8,1.0,2.4049e-05
1.0,1000,10,0,2.0,1.0,3.2961e-05
-2.8,1000,10,0,2.2,5.0,5.1984e-05
-2.6,1000,10,0,2.4,5.0,6.8819e-05
-2.4,1000,10,0,2.6,5.0,8.8939e-05
-2.2,1000,10,0,2.8,5.0,0.00011257
-2.0,1000,10,0,3.0,5.0,0.00013992
-1.7999999999999998,1000,10,0,3.2,5.0,0.00017115
-1.6,1000,10,0,3.4,5.0,0.00020642
-1.4,1000,10,0,3.6,5.0,0.00024583
-1.2000000000000002,1000,10,0,3.8,5.0,0.00028948
-1.0,1000,10,0,4.0,5.0,0.00033744
-0.7999999999999998,1000,10,0,4.2,5.0,0.00038976
-0.5999999999999996,1000,10,0,4.4,5.0,0.00044646
-0.40000000000000036,1000,10,0,4.6,5.0,0.00050754
-0.20000000000000018,1000,10,0,4.8,5.0,0.00057299
0.0,1000,10,0,5.0,5.0,0.00064278
0.20000000000000018,1000,10,0,5.2,5.0,0.00071685
0.40000000000000036,1000,10,0,5.4,5.0,0.00079515
0.5999999999999996,1000,10,0,5.6,5.0,0.0008776
0.7999999999999998,1000,10,0,5.8,5.0,0.0009641
1.0,1000,10,0,6.0,5.0,0.0010546
1.2000000000000002,1000,10,0,6.2,5.0,0.0011489
1.4000000000000004,1000,10,0,6.4,5.0,0.0012469
1.5999999999999996,1000,10,0,6.6,5.0,0.0013485
1.7999999999999998,1000,10,0,6.8,5.0,0.0014536
2.0,1000,10,0,7.0,5.0,0.0015621
2.2,1000,10,0,7.2,5.0,0.0016737
2.4000000000000004,1000,10,0,7.4,5.0,0.0017884
2.5999999999999996,1000,10,0,7.6,5.0,0.001906
2.8,1000,10,0,7.8,5.0,0.0020264
3.0,1000,10,0,8.0,5.0,0.0021493
3.1999999999999993,1000,10,0,8.2,5.0,0.0022748
3.4000000000000004,1000,10,0,8.4,5.0,0.0024026
3.5999999999999996,1000,10,0,8.6,5.0,0.0025325
3.8000000000000007,1000,10,0,8.8,5.0,0.0026646
4.0,1000,10,0,9.0,5.0,0.0027985
4.199999999999999,1000,10,0,9.2,5.0,0.0029342
4.4,1000,10,0,9.4,5.0,0.0030716
4.6,1000,10,0,9.6,5.0,0.0032105
4.800000000000001,1000,10,0,9.8,5.0,0.0033508
5.0,1000,10,0,10.0,5.0,0.0034924
5.199999999999999,1000,10,0,10.2,5.0,0.0036351
5.4,1000,10,0,10.4,5.0,0.003779
5.6,1000,10,0,10.6,5.0,0.0039237
5.800000000000001,1000,10,0,10.8,5.0,0.0040694
6.0,1000,10,0,11.0,5.0,0.0042157
6.199999999999999,1000,10,0,11.2,5.0,0.0043628
6.4,1000,10,0,11.4,5.0,0.0045104
6.6,1000,10,0,11.6,5.0,0.0046585
6.800000000000001,1000,10,0,11.8,5.0,0.0048071
7.0,1000,10,0,12.0,5.0,0.0049559
7.199999999999999,1000,10,0,12.2,5.0,0.005105
7.4,1000,10,0,12.4,5.0,0.0052543
7.6,1000,10,0,12.6,5.0,0.0054038
7.800000000000001,1000,10,0,12.8,5.0,0.0055533
3.0,1000,10,0,13.0,10.0,0.0068866
3.1999999999999993,1000,10,0,13.2,10.0,0.0071006
3.4000000000000004,1000,10,0,13.4,10.0,0.0073163
3.5999999999999996,1000,10,0,13.6,10.0,0.0075335
3.8000000000000007,1000,10,0,13.8,10.0,0.0077523
4.0,1000,10,0,14.0,10.0,0.0079724
4.199999999999999,1000,10,0,14.2,10.0,0.0081939
4.4,1000,10,0,14.4,10.0,0.0084167
4.6,1000,10,0,14.6,10.0,0.0086407
4.800000000000001,1000,10,0,14.8,10.0,0.0088659
5.0,1000,10,0,15.0,10.0,0.0090921
5.199999999999999,1000,10,0,15.2,10.0,0.0093194
5.4,1000,10,0,15.4,10.0,0.0095476
5.6,1000,10,0,15.6,10.0,0.0097768
5.800000000000001,1000,10,0,15.8,10.0,0.010007
6.0,1000,10,0,16.0,10.0,0.010238
6.199999999999999,1000,10,0,16.2,10.0,0.010469
6.399999999999999,1000,10,0,16.4,10.0,0.010701
6.600000000000001,1000,10,0,16.6,10.0,0.010934
6.800000000000001,1000,10,0,16.8,10.0,0.011168
7.0,1000,10,0,17.0,10.0,0.011402
7.199999999999999,1000,10,0,17.2,10.0,0.011636
7.399999999999999,1000,10,0,17.4,10.0,0.011871
7.600000000000001,1000,10,0,17.6,10.0,0.012106
7.800000000000001,1000,10,0,17.8,10.0,0.012342
8.0,1000,10,0,18.0,10.0,0.012578
8.2,1000,10,0,18.2,10.0,0.012814
8.399999999999999,1000,10,0,18.4,10.0,0.013051
8.600000000000001,1000,10,0,18.6,10.0,0.013287
8.8,1000,10,0,18.8,10.0,0.013524
9.0,1000,10,0,19.0,10.0,0.013761
9.2,1000,10,0,19.2,10.0,0.013998
9.399999999999999,1000,10,0,19.4,10.0,0.014235
9.600000000000001,1000,10,0,19.6,10.0,0.014472
9.8,1000,10,0,19.8,10.0,0.014709
10.0,1000,10,0,20.0,10.0,0.014946
-21.0,1000,10,25,-20.0,1.0,7.6665e-12
-20.8,1000,10,25,-19.8,1.0,7.6665e-12
-20.6,1000,10,25,-19.6,1.0,7.6665e-12
-20.4,1000,10,25,-19.4,1.0,7.6665e-12
-20.2,1000,10,25,-19.2,1.0,7.6665e-12
-20.0,1000,10,25,-19.0,1.0,7.6665e-12
-19.8,1000,10,25,-18.8,1.0,7.6665e-12
-19.6,1000,10,25,-18.6,1.0,7.6665e-12
-19.4,1000,10,25,-18.4,1.0,7.6665e-12
-19.2,1000,10,25,-18.2,1.0,7.6665e-12
-19.0,1000,10,25,-18.0,1.0,7.6665e-12
-18.8,1000,10,25,-17.8,1.0,7.6665e-12
-18.6,1000,10,25,-17.6,1.0,7.6665e-12
-18.4,1000,10,25,-17.4,1.0,7.6665e-12
-18.2,1000,10,25,-17.2,1.0,7.6665e-12
-18.0,1000,10,25,-17.0,1.0,7.6665e-12
-17.8,1000,10,25,-16.8,1.0,7.6665e-12
-17.6,1000,10,25,-16.6,1.0,7.6665e-12
-17.4,1000,10,25,-16.4,1.0,7.6665e-12
-17.2,1000,10,25,-16.2,1.0,7.6665e-12
-17.0,1000,10,25,-16.0,1.0,7.6665e-12
-16.8,1000,10,25,-15.8,1.0,7.6665e-12
-16.6,1000,10,25,-15.6,1.0,7.6665e-12
-16.4,1000,10,25,-15.4,1.0,7.6665e-12
-16.2,1000,10,25,-15.2,1.0,7.6665e-12
-16.0,1000,10,25,-15.0,1.0,7.6665e-12
-15.8,1000,10,25,-14.8,1.0,7.6665e-12
-15.6,1000,10,25,-14.6,1.0,7.6665e-12
-15.4,1000,10,25,-14.4,1.0,7.6665e-12
-15.2,1000,10,25,-14.2,1.0,7.6665e-12
-15.0,1000,10,25,-14.0,1.0,7.6665e-12
-14.8,1000,10,25,-13.8,1.0,7.6665e-12
-14.6,1000,10,25,-13.6,1.0,7.6665e-12
-14.4,1000,10,25,-13.4,1.0,7.6665e-12
-14.2,1000,10,25,-13.2,1.0,7.6665e-12
-14.0,1000,10,25,-13.0,1.0,7.6665e-12
-13.8,1000,10,25,-12.8,1.0,7.6665e-12
-13.6,1000,10,25,-12.6,1.0,7.6665e-12
-13.4,1000,10,25,-12.4,1.0,7.6665e-12
-13.2,1000,10,25,-12.2,1.0,7.6665e-12
-13.0,1000,10,25,-12.0,1.0,7.6665e-12
-12.8,1000,10,25,-11.8,1.0,7.6665e-12
-12.6,1000,10,25,-11.6,1.0,7.6665e-12
-12.4,1000,10,25,-11.4,1.0,7.6665e-12
-12.2,1000,10,25,-11.2,1.0,7.6665e-12
-12.0,1000,10,25,-11.0,1.0,7.6665e-12
-11.8,1000,10,25,-10.8,1.0,7.6665e-12
-11.6,1000,10,25,-10.6,1.0,7.6665e-12
-11.4,1000,10,25,-10.4,1.0,7.6665e-12
-11.2,1000,10,25,-10.2,1.0,7.6665e-12
-11.0,1000,10,25,-10.0,1.0,7.6665e-12
-10.8,1000,10,25,-9.8,1.0,7.6665e-12
-10.6,1000,10,25,-9.6,1.0,7.6665e-12
-10.4,1000,10,25,-9.4,1.0,7.6665e-12
-10.2,1000,10,25,-9.2,1.0,7.6665e-12
-10.0,1000,10,25,-9.0,1.0,7.6665e-12
-9.8,1000,10,25,-8.8,1.0,7.6665e-12
-9.6,1000,10,25,-8.6,1.0,7.6665e-12
-9.4,1000,10,25,-8.4,1.0,7.6665e-12
-9.2,1000,10,25,-8.2,1.0,7.6665e-12
-9.0,1000,10,25,-8.0,1.0,7.6665e-12
-8.8,1000,10,25,-7.8,1.0,7.6665e-12
-8.6,1000,10,25,-7.6,1.0,7.6665e-12
-8.4,1000,10,25,-7.4,1.0,7.6665e-12
-8.2,1000,10,25,-7.2,1.0,7.6665e-12
-8.0,1000,10,25,-7.0,1.0,7.6665e-12
-7.8,1000,10,25,-6.8,1.0,7.6665e-12
-7.6,1000,10,25,-6.6,1.0,7.6665e-12
-7.4,1000,10,25,-6.4,1.0,7.6665e-12
-7.2,1000,10,25,-6.2,1.0,7.6665e-12
-7.0,1000,10,25,-6.0,1.0,7.6665e-12
-6.8,1000,10,25,-5.8,1.0,7.6665e-12
-6.6,1000,10,25,-5.6,1.0,7.6665e-12
-6.4,1000,10,25,-5.4,1.0,7.6665e-12
-6.2,1000,10,25,-5.2,1.0,7.6665e-12
-6.0,1000,10,25,-5.0,1.0,7.6665e-12
-5.8,1000,10,25,-4.8,1.0,7.6665e-12
-5.6,1000,10,25,-4.6,1.0,7.6665e-12
-5.4,1000,10,25,-4.4,1.0,7.6665e-12
-5.2,1000,10,25,-4.2,1.0,7.6665e-12
-5.0,1000,10,25,-4.0,1.0,7.6665e-12
-4.8,1000,10,25,-3.8,1.0,7.6665e-12
-4.6,1000,10,25,-3.6,1.0,7.6665e-12
-4.4,1000,10,25,-3.4,1.0,7.6665e-12
-4.2,1000,10,25,-3.2,1.0,7.6665e-12
-4.0,1000,10,25,-3.0,1.0,7.6665e-12
-3.8,1000,10,25,-2.8,1.0,7.6665e-12
-3.6,1000,10,25,-2.6,1.0,7.6665e-12
-3.4,1000,10,25,-2.4,1.0,7.6665e-12
-3.2,1000,10,25,-2.2,1.0,7.6665e-12
-3.0,1000,10,25,-2.0,1.0,7.6665e-12
-2.8,1000,10,25,-1.8,1.0,7.6665e-12
-2.6,1000,10,25,-1.6,1.0,7.6665e-12
-2.4,1000,10,25,-1.4,1.0,7.6665e-12
-2.2,1000,10,25,-1.2,1.0,7.6665e-12
-2.0,1000,10,25,-1.0,1.0,7.6665e-12
-1.8,1000,10,25,-0.8,1.0,7.6668e-12
-1.6,1000,10,25,-0.6,1.0,7.6724e-12
-20.4,1000,10,25,-0.4,20.0,8.3308e-12
-20.2,1000,10,25,-0.2,20.0,2.0358e-11
-20.00000000000004,1000,10,25,-3.7581e-14,20.0,2.5253e-10
-19.8,1000,10,25,0.2,20.0,4.7493e-09
-19.6,1000,10,25,0.4,20.0,8.465e-08
-19.4,1000,10,25,0.6,20.0,7.8352e-07
-0.19999999999999996,1000,10,25,0.8,1.0,1.4884e-06
0.0,1000,10,25,1.0,1.0,3.6712e-06
0.19999999999999996,1000,10,25,1.2,1.0,6.7767e-06
0.3999999999999999,1000,10,25,1.4,1.0,1.0976e-05
0.6000000000000001,1000,10,25,1.6,1.0,1.6441e-05
0.8,1000,10,25,1.8,1.0,2.3304e-05
1.0,1000,10,25,2.0,1.0,3.1644e-05
-2.8,1000,10,25,2.2,5.0,4.9969e-05
-2.6,1000,10,25,2.4,5.0,6.5774e-05
-2.4,1000,10,25,2.6,5.0,8.4627e-05
-2.2,1000,10,25,2.8,5.0,0.00010675
-2.0,1000,10,25,3.0,5.0,0.00013234
-1.7999999999999998,1000,10,25,3.2,5.0,0.00016158
-1.6,1000,10,25,3.4,5.0,0.0001946
-1.4,1000,10,25,3.6,5.0,0.00023154
-1.2000000000000002,1000,10,25,3.8,5.0,0.00027249
-1.0,1000,10,25,4.0,5.0,0.00031753
-0.7999999999999998,1000,10,25,4.2,5.0,0.00036673
-0.5999999999999996,1000,10,25,4.4,5.0,0.00042011
-0.40000000000000036,1000,10,25,4.6,5.0,0.0004777
-0.20000000000000018,1000,10,25,4.8,5.0,0.00053949
0.0,1000,10,25,5.0,5.0,0.00060546
0.20000000000000018,1000,10,25,5.2,5.0,0.00067558
0.40000000000000036,1000,10,25,5.4,5.0,0.0007498
0.5999999999999996,1000,10,25,5.6,5.0,0.00082806
0.7999999999999998,1000,10,25,5.8,5.0,0.00091028
1.0,1000,10,25,6.0,5.0,0.00099637
1.2000000000000002,1000,10,25,6.2,5.0,0.0010862
1.4000000000000004,1000,10,25,6.4,5.0,0.0011798
1.5999999999999996,1000,10,25,6.6,5.0,0.0012769
1.7999999999999998,1000,10,25,6.8,5.0,0.0013774
2.0,1000,10,25,7.0,5.0,0.0014813
2.2,1000,10,25,7.2,5.0,0.0015883
2.4000000000000004,1000,10,25,7.4,5.0,0.0016983
2.5999999999999996,1000,10,25,7.6,5.0,0.0018113
2.8,1000,10,25,7.8,5.0,0.0019271
3.0,1000,10,25,8.0,5.0,0.0020455
3.1999999999999993,1000,10,25,8.2,5.0,0.0021664
3.4000000000000004,1000,10,25,8.4,5.0,0.0022897
3.5999999999999996,1000,10,25,8.6,5.0,0.0024152
3.8000000000000007,1000,10,25,8.8,5.0,0.0025428
4.0,1000,10,25,9.0,5.0,0.0026724
4.199999999999999,1000,10,25,9.2,5.0,0.0028038
4.4,1000,10,25,9.4,5.0,0.0029369
4.6,1000,10,25,9.6,5.0,0.0030716
4.800000000000001,1000,10,25,9.8,5.0,0.0032077
5.0,1000,10,25,10.0,5.0,0.0033453
5.199999999999999,1000,10,25,10.2,5.0,0.003484
5.4,1000,10,25,10.4,5.0,0.0036239
5.6,1000,10,25,10.6,5.0,0.0037648
5.800000000000001,1000,10,25,10.8,5.0,0.0039067
6.0,1000,10,25,11.0,5.0,0.0040494
6.199999999999999,1000,10,25,11.2,5.0,0.0041928
6.4,1000,10,25,11.4,5.0,0.0043369
6.6,1000,10,25,11.6,5.0,0.0044815
6.800000000000001,1000,10,25,11.8,5.0,0.0046267
7.0,1000,10,25,12.0,5.0,0.0047722
7.199999999999999,1000,10,25,12.2,5.0,0.0049181
7.4,1000,10,25,12.4,5.0,0.0050642
7.6,1000,10,25,12.6,5.0,0.0052106
7.800000000000001,1000,10,25,12.8,5.0,0.0053571
3.0,1000,10,25,13.0,10.0,0.0066592
3.1999999999999993,1000,10,25,13.2,10.0,0.0068693
3.4000000000000004,1000,10,25,13.4,10.0,0.007081
3.5999999999999996,1000,10,25,13.6,10.0,0.0072944
3.8000000000000007,1000,10,25,13.8,10.0,0.0075094
4.0,1000,10,25,14.0,10.0,0.0077258
4.199999999999999,1000,10,25,14.2,10.0,0.0079436
4.4,1000,10,25,14.4,10.0,0.0081628
4.6,1000,10,25,14.6,10.0,0.0083833
4.800000000000001,1000,10,25,14.8,10.0,0.008605
5.0,1000,10,25,15.0,10.0,0.0088278
5.199999999999999,1000,10,25,15.2,10.0,0.0090518
5.4,1000,10,25,15.4,10.0,0.0092767
5.6,1000,10,25,15.6,10.0,0.0095026
5.800000000000001,1000,10,25,15.8,10.0,0.0097295
6.0,1000,10,25,16.0,10.0,0.0099572
6.199999999999999,1000,10,25,16.2,10.0,0.010186
6.399999999999999,1000,10,25,16.4,10.0,0.010415
6.600000000000001,1000,10,25,16.6,10.0,0.010645
6.800000000000001,1000,10,25,16.8,10.0,0.010875
7.0,1000,10,25,17.0,10.0,0.011107
7.199999999999999,1000,10,25,17.2,10.0,0.011338
7.399999999999999,1000,10,25,17.4,10.0,0.01157
7.600000000000001,1000,10,25,17.6,10.0,0.011803
7.800000000000001,1000,10,25,17.8,10.0,0.012036
8.0,1000,10,25,18.0,10.0,0.01227
8.2,1000,10,25,18.2,10.0,0.012503
8.399999999999999,1000,10,25,18.4,10.0,0.012737
8.600000000000001,1000,10,25,18.6,10.0,0.012971
8.8,1000,10,25,18.8,10.0,0.013206
9.0,1000,10,25,19.0,10.0,0.013441
9.2,1000,10,25,19.2,10.0,0.013675
9.399999999999999,1000,10,25,19.4,10.0,0.01391
9.600000000000001,1000,10,25,19.6,10.0,0.014145
9.8,1000,10,25,19.8,10.0,0.01438
